SalePrice,LotArea,OverallQual,OverallCond,YearBuilt,1stFlrSF,2ndFlrSF,BedroomAbvGr,MSZoning,LotShape,Neighborhood,CentralAir,SaleCondition,MoSold,YrSold
184900,10083,7,5,2003,1200,0,2,RL,Reg,SawyerW,Y,Normal,8,2009
253000,9675,7,5,2005,1113,858,3,RL,Reg,Somerst,Y,Normal,2,2009
239799,8760,7,5,2006,1391,571,3,RL,Reg,CollgCr,Y,Partial,8,2006
244400,24090,7,7,1940,1207,1196,4,RL,Reg,ClearCr,Y,Normal,6,2010
150900,12640,6,5,1976,1728,0,4,RL,IR1,Mitchel,Y,Normal,7,2006
214000,8755,7,5,1999,1022,1038,3,RL,IR1,Gilbert,Y,Normal,6,2009
150000,7711,4,3,1977,1440,0,4,RL,IR1,Edwards,Y,Abnorml,8,2007
143000,25000,5,4,1967,1632,0,4,RL,Reg,Mitchel,Y,Normal,6,2007
137500,14375,6,6,1958,1344,0,3,RL,IR1,Timber,Y,Abnorml,1,2009
124900,8820,5,6,1890,1188,561,2,RM,Reg,OldTown,Y,Normal,9,2009
143000,8163,5,6,1959,1144,0,3,RL,Reg,NAmes,Y,Normal,3,2006
270000,14536,8,5,2002,1629,0,3,RL,Reg,Timber,Y,Normal,11,2007
192500,14006,7,5,2002,936,840,3,RL,IR1,CollgCr,Y,Normal,2,2006
197500,9360,6,7,1972,1381,0,3,RL,Reg,NWAmes,Y,Normal,3,2010
129000,7200,5,8,1950,864,0,3,RL,Reg,NAmes,Y,Normal,7,2007
119900,7800,5,5,1965,965,0,3,RH,Reg,SawyerW,Y,Abnorml,7,2006
133900,7200,5,8,1972,768,0,2,RL,Reg,CollgCr,Y,Normal,4,2009
172000,11075,5,4,1969,1168,800,4,RL,IR1,Mitchel,Y,Normal,9,2008
127500,9400,6,5,1975,980,0,4,RL,IR1,Edwards,Y,AdjLand,10,2006
145000,7136,6,6,1946,979,979,4,RH,IR1,Crawfor,N,Normal,8,2007
124000,1300,6,6,1980,561,668,2,RM,Reg,Blueste,Y,Normal,5,2009
132000,7420,5,5,1962,1057,0,3,RL,Reg,Sawyer,Y,Normal,4,2007
185000,8450,7,5,2003,1337,0,3,RL,Reg,CollgCr,Y,Normal,10,2007
155000,2572,7,5,1999,696,720,3,FV,Reg,Somerst,Y,Normal,5,2010
116500,7207,5,7,1958,858,0,2,RL,IR1,BrkSide,Y,Normal,2,2010
272000,12227,6,7,1977,1542,1330,4,RL,IR1,NWAmes,Y,Normal,7,2008
155000,2308,6,6,1976,804,744,3,RL,Reg,NPkVill,Y,Normal,7,2007
239000,11923,9,5,2007,1800,0,2,RL,IR1,CollgCr,Y,Normal,5,2009
214900,11316,7,5,2002,824,1070,4,RL,Reg,Timber,Y,Normal,2,2010
178900,10237,6,5,2005,783,701,3,RL,Reg,Gilbert,Y,Partial,7,2007
160000,9600,5,7,1940,976,332,2,RL,IR1,Crawfor,Y,Normal,6,2009
135000,7390,5,7,1955,1098,0,3,RL,IR1,NAmes,Y,Normal,7,2008
37900,5925,3,6,1910,600,368,2,RM,Reg,OldTown,N,Abnorml,5,2009
140000,10382,6,5,1958,1095,0,2,RL,Reg,NAmes,Y,Normal,3,2006
135000,10800,4,4,1949,720,472,4,RL,Reg,NAmes,N,Abnorml,12,2006
173000,2268,7,5,2003,764,862,2,RL,Reg,NridgHt,Y,Normal,7,2009
99500,7892,6,5,1979,918,0,2,RL,Reg,SawyerW,Y,Normal,4,2010
182000,11639,7,5,2007,1428,0,3,FV,Reg,Somerst,Y,Partial,12,2008
167500,11414,7,8,1910,1136,883,3,RL,IR1,BrkSide,N,Normal,10,2009
165000,2651,7,5,2000,673,709,3,FV,Reg,Somerst,Y,Normal,4,2006
85500,5900,4,7,1923,869,0,2,RL,IR1,BrkSide,Y,Normal,8,2006
199900,4274,7,5,2006,1241,0,1,FV,IR1,Somerst,Y,Partial,11,2007
110000,9450,4,5,1954,894,0,3,RL,Reg,Edwards,Y,Abnorml,5,2007
139000,8816,5,6,1963,1121,0,3,RL,Reg,Sawyer,Y,Normal,6,2009
178400,12122,7,9,1961,999,0,3,RL,IR1,NAmes,Y,Normal,7,2008
336000,12203,8,5,1998,1276,1336,4,RL,IR1,NoRidge,Y,Normal,7,2009
159895,3182,7,5,2007,1266,0,2,RL,Reg,Blmngtn,Y,Normal,3,2008
255900,11250,8,5,2002,1149,1141,4,RL,Reg,CollgCr,Y,Normal,5,2008
126000,10125,5,5,1977,1302,432,4,RL,Reg,Mitchel,Y,Normal,8,2009
125000,10880,5,5,1950,1164,0,3,RL,Reg,Edwards,N,Normal,8,2008
117000,5310,6,8,1910,1001,634,2,RM,Reg,OldTown,Y,Normal,6,2006
395192,10159,9,5,2009,1940,0,3,RL,IR1,NridgHt,Y,Partial,4,2010
195000,12046,6,6,1976,1118,912,4,RL,IR1,NWAmes,Y,Normal,6,2007
197000,8125,7,5,2006,778,798,3,FV,Reg,Somerst,Y,Partial,8,2006
348000,9452,8,5,1997,1407,985,3,RL,Reg,NoRidge,Y,Normal,6,2006
168000,17671,8,9,1882,916,826,4,RM,Reg,OldTown,Y,Normal,11,2009
187000,9760,6,8,1964,1020,831,3,RL,Reg,NAmes,Y,Normal,7,2007
173900,8846,6,5,2005,750,750,3,RL,Reg,CollgCr,Y,Partial,8,2006
337500,12456,10,5,2006,1718,0,3,RL,Reg,NridgHt,Y,Normal,7,2009
121600,4712,4,7,1946,774,456,3,RL,IR1,BrkSide,Y,Abnorml,8,2006
136500,10659,5,6,1961,1050,0,3,RL,IR1,NAmes,Y,Normal,1,2006
185000,11717,6,6,1970,1442,0,2,RL,IR1,NWAmes,Y,Normal,2,2009
91000,9786,3,4,1922,1077,0,3,RM,Reg,IDOTRR,N,Normal,5,2006
206000,6762,7,5,2006,1208,0,2,RL,Reg,CollgCr,Y,Normal,2,2010
82000,10206,3,3,1952,944,0,2,RL,Reg,Edwards,N,Normal,7,2009
86000,5400,5,6,1920,691,0,2,RL,Reg,OldTown,Y,Abnorml,1,2007
232000,11957,8,5,2006,1574,0,3,RL,IR1,Somerst,Y,Normal,7,2008
136905,11500,5,6,1976,1680,0,4,RL,IR1,NWAmes,Y,Normal,6,2007
181000,3182,7,5,2005,1504,0,1,RL,Reg,Blmngtn,Y,Normal,5,2009
149900,8385,5,8,1977,985,0,3,RL,Reg,CollgCr,Y,Normal,11,2008
163500,12155,6,3,1970,1657,0,3,RL,IR3,NAmes,Y,Normal,3,2007
88000,2217,4,4,1970,546,546,3,RM,Reg,MeadowV,Y,Normal,8,2009
240000,12118,7,5,2004,1710,0,3,RL,IR1,Mitchel,Y,Normal,4,2009
102000,6000,5,5,1926,1008,0,4,RL,Reg,SWISU,Y,Normal,6,2006
135000,21286,5,5,1948,720,551,4,RL,Reg,Sawyer,Y,Normal,8,2008
100000,9825,5,5,1965,1664,0,4,RL,Reg,Edwards,N,Normal,5,2010
165000,10592,6,7,1923,900,602,3,RL,Reg,Crawfor,Y,Normal,8,2007
85000,7200,5,4,1910,1022,0,2,RM,Reg,OldTown,N,Normal,6,2009
119200,11664,6,5,1948,1082,0,2,RL,Reg,NAmes,Y,Normal,11,2007
227000,8400,8,6,2001,810,855,3,RL,Reg,NWAmes,Y,Normal,11,2009
203000,11883,7,5,1996,1504,0,3,RL,Reg,CollgCr,Y,Normal,6,2009
187500,5814,8,5,1984,1360,0,1,RL,IR1,StoneBr,Y,Abnorml,8,2009
160000,10784,7,5,1991,802,670,3,RL,IR1,Gilbert,Y,Normal,5,2007
213490,3013,7,5,2005,1506,0,2,RL,Reg,Blmngtn,Y,Normal,4,2006
176000,7024,4,5,2005,1132,0,2,RL,Reg,Edwards,Y,Normal,6,2008
194000,7406,7,5,2006,1220,0,2,RL,Reg,CollgCr,Y,Partial,7,2006
87000,9439,5,5,1930,912,336,2,RM,Reg,OldTown,Y,Normal,3,2007
191000,3182,7,5,2005,1504,0,2,RL,Reg,Blmngtn,Y,Normal,5,2008
287000,15498,8,6,1976,2898,0,2,RL,IR1,Timber,Y,Abnorml,5,2008
112500,7700,5,5,1972,882,0,3,RL,Reg,CollgCr,Y,Normal,3,2007
167500,9300,5,5,1960,1264,0,3,RL,Reg,NAmes,Y,Normal,4,2010
293077,9520,8,5,2007,1646,0,3,RL,IR1,Timber,Y,Partial,4,2008
105000,9492,5,5,1941,968,408,3,RL,Reg,NAmes,Y,Normal,4,2007
118000,1680,6,7,1972,672,546,3,RM,Reg,BrDale,Y,Normal,5,2006
160000,7082,5,8,1916,948,980,5,RH,Reg,SWISU,Y,Normal,7,2006
197000,15863,7,3,1920,1687,998,5,RL,Reg,SWISU,Y,Normal,8,2009
310000,14541,8,7,1993,1352,1168,5,RL,IR1,NoRidge,Y,Abnorml,11,2006
230000,8125,7,5,2002,1654,0,3,RL,Reg,CollgCr,Y,Normal,2,2006
119750,6305,5,7,1938,954,0,2,RL,Reg,Crawfor,Y,Normal,6,2007
84000,11500,4,3,1957,845,0,3,RL,IR1,Edwards,N,Normal,1,2009
315500,12898,9,5,2007,1620,0,2,RL,IR1,Timber,Y,Normal,9,2009
287000,9240,8,5,2001,1055,1208,3,RL,Reg,CollgCr,Y,Normal,9,2008
97000,1533,4,6,1970,798,546,3,RM,Reg,MeadowV,Y,Normal,5,2009
80000,1477,4,4,1970,630,0,1,RM,Reg,MeadowV,Y,Normal,4,2009
155000,13125,5,4,1957,1803,0,3,RL,Reg,Sawyer,Y,Normal,1,2006
173000,9130,6,8,1966,800,832,4,RL,Reg,NWAmes,Y,Normal,7,2008
196000,5381,6,5,2005,1306,0,1,RL,IR1,NridgHt,Y,Normal,8,2009
262280,11839,7,5,1990,1532,797,4,RL,Reg,SawyerW,Y,Normal,5,2008
278000,9600,8,5,1981,2524,0,4,RL,Reg,NWAmes,Y,Normal,7,2009
139600,13680,3,5,1955,1733,0,4,RL,IR1,Edwards,Y,Normal,6,2009
556581,16056,9,5,2005,1992,876,4,RL,IR1,StoneBr,Y,Partial,7,2006
145000,9245,5,5,1994,990,0,3,RL,IR2,CollgCr,Y,Normal,2,2008
115000,21750,5,4,1960,1771,0,3,RL,Reg,Mitchel,Y,Normal,11,2009
84900,11100,4,7,1946,930,0,2,RL,Reg,Edwards,Y,Abnorml,4,2010
176485,8993,7,5,2007,1302,0,3,RL,IR1,Gilbert,Y,Partial,8,2007
200141,11175,7,5,2007,1316,0,3,RL,IR1,CollgCr,Y,Partial,10,2007
165000,9500,6,6,1964,1127,850,4,RL,Reg,NAmes,Y,Normal,6,2007
144500,8562,5,6,1957,1526,0,4,RL,Reg,Edwards,Y,Normal,5,2010
255000,11367,8,5,2002,1091,898,3,RL,Reg,CollgCr,Y,Normal,11,2006
180000,11361,6,5,1976,1523,0,3,RL,Reg,NWAmes,Y,Abnorml,5,2008
185850,7052,7,5,2005,1364,0,2,RL,IR1,NridgHt,Y,Normal,6,2006
248000,29959,7,6,1994,979,871,3,RL,IR2,NoRidge,Y,Normal,1,2009
335000,11308,9,5,2008,1130,1054,3,RL,IR1,NridgHt,Y,Normal,7,2009
220000,11275,6,7,1932,1096,895,3,RL,IR1,Crawfor,Y,Normal,3,2007
213500,4920,8,5,2001,1338,0,2,RL,Reg,StoneBr,Y,Normal,4,2010
81000,18000,3,4,1935,894,0,2,C (all),Reg,IDOTRR,Y,Normal,8,2008
90000,13600,5,5,1900,1422,915,5,RM,Reg,OldTown,N,Normal,9,2007
110500,6000,6,6,1925,1103,0,2,RM,Reg,OldTown,Y,Normal,7,2006
154000,11000,5,6,1966,1154,0,3,RL,IR1,NAmes,Y,Normal,11,2009
328000,14000,7,5,1996,1306,954,3,RL,Reg,ClearCr,Y,Normal,4,2010
178000,7837,6,7,1993,799,772,3,RL,IR1,Gilbert,Y,Normal,5,2009
167900,9760,6,6,1964,798,813,4,RL,Reg,NAmes,Y,Normal,6,2008
151400,3964,6,4,1973,1291,1230,5,RM,Reg,MeadowV,Y,Normal,6,2006
135000,9600,5,7,1949,893,0,2,RL,Reg,NAmes,Y,Normal,5,2007
135000,10152,5,5,1956,1048,0,3,RL,Reg,NAmes,Y,Normal,6,2007
154000,11700,6,6,1968,829,727,4,RL,Reg,NWAmes,Y,Normal,5,2009
91500,7585,5,3,1948,1002,454,4,RL,Reg,Edwards,Y,Normal,8,2006
159500,7950,6,6,1977,698,728,3,RL,IR1,Edwards,Y,Normal,7,2009
194000,8556,7,5,2006,1240,0,2,RL,Reg,CollgCr,Y,Normal,5,2007
219500,13125,7,6,1940,960,780,3,RL,Reg,Crawfor,Y,Normal,7,2007
170000,10800,5,8,1936,1096,370,3,RL,Reg,OldTown,Y,Normal,4,2006
138800,15870,5,5,1969,1096,0,3,RL,IR1,NAmes,Y,Abnorml,3,2006
155900,4435,6,5,2004,848,0,1,RM,Reg,CollgCr,Y,Normal,5,2006
126000,8775,5,5,1994,990,0,3,RL,Reg,CollgCr,Y,Normal,4,2007
145000,11040,6,7,1971,1258,0,3,RL,Reg,NWAmes,Y,Abnorml,10,2008
133000,7500,5,5,1963,1040,0,3,RL,Reg,Sawyer,Y,Normal,6,2010
192000,8749,7,5,2002,1459,0,3,RL,Reg,CollgCr,Y,Normal,9,2007
160000,8800,6,6,1964,1251,0,3,RL,Reg,NAmes,Y,Normal,3,2006
187500,13031,6,5,1995,691,807,3,RL,IR2,Gilbert,Y,Normal,7,2006
147000,9069,6,6,1992,996,0,2,RL,Reg,SawyerW,Y,Normal,4,2010
83500,1974,4,5,1973,546,546,3,RM,Reg,MeadowV,Y,Normal,5,2010
252000,10574,8,5,2005,1082,871,3,FV,Reg,Somerst,Y,Normal,5,2009
137500,2522,7,5,2004,970,739,3,RM,Reg,Edwards,Y,Normal,4,2006
197000,3316,8,5,2005,1247,0,1,FV,IR1,Somerst,Y,Normal,4,2006
92900,8544,3,4,1950,1040,0,2,RL,Reg,NAmes,N,Normal,6,2009
160000,2160,7,5,1999,624,628,2,FV,Reg,Somerst,Y,Normal,3,2008
136500,8400,6,5,1925,1390,304,4,RL,Reg,SWISU,Y,Normal,6,2008
146000,9230,5,8,1965,1200,0,1,RL,Reg,NAmes,Y,Normal,10,2006
129000,5868,5,7,1956,936,0,2,RL,Reg,NAmes,Y,Normal,5,2010
176432,9317,6,5,2006,1314,0,3,RL,IR1,CollgCr,Y,Normal,3,2007
127000,6882,6,7,1914,773,582,3,RM,Reg,IDOTRR,Y,Normal,3,2007
170000,3696,8,5,1986,1088,0,2,RL,Reg,StoneBr,Y,Normal,10,2007
128000,6000,4,6,1936,757,567,3,RM,Reg,BrkSide,Y,Normal,7,2009
157000,11880,7,5,1978,1601,0,3,RL,IR1,NWAmes,Y,Abnorml,4,2009
60000,8400,2,5,1920,438,0,1,RL,Reg,SWISU,N,Normal,1,2009
119500,9758,5,5,1971,950,0,3,RL,IR1,NAmes,Y,Normal,7,2007
135000,7000,5,7,1960,1134,0,2,RL,Reg,NAmes,Y,Family,4,2007
159500,8910,6,6,1959,1194,0,3,RL,Reg,NAmes,Y,Normal,7,2006
106000,2016,5,5,1970,630,672,3,RM,Reg,BrDale,Y,Normal,4,2007
325000,12256,8,5,1994,1500,1122,3,RL,IR1,NoRidge,Y,Normal,4,2010
179900,10357,7,5,1990,1442,0,3,RL,IR1,SawyerW,Y,Normal,5,2007
274725,23257,7,5,2006,887,1134,3,RL,IR3,Gilbert,Y,Partial,9,2006
181000,8063,6,5,2000,948,742,3,RL,Reg,Gilbert,Y,Abnorml,11,2007
280000,11362,8,5,2004,1836,0,3,RL,IR1,NridgHt,Y,Normal,3,2009
188000,8000,6,5,1995,773,885,3,RL,Reg,Gilbert,Y,Normal,6,2008
205000,10480,7,6,1976,1098,866,4,RL,Reg,NWAmes,Y,Normal,9,2008
129900,7100,5,7,1957,816,0,2,RL,IR1,NAmes,Y,Normal,7,2006
134500,8923,5,7,1953,1008,0,2,RL,Reg,NAmes,Y,Normal,5,2007
117000,5400,5,7,1954,833,0,2,RL,Reg,OldTown,Y,Normal,8,2006
318000,12085,8,5,2007,1734,0,3,RL,Reg,NridgHt,Y,Partial,11,2007
184100,7750,8,5,2002,779,640,3,RL,Reg,Gilbert,Y,Normal,3,2009
130000,9764,5,7,1967,894,0,3,RL,IR1,Sawyer,Y,Normal,5,2008
140000,13825,5,6,1958,1021,580,3,RL,Reg,Sawyer,Y,Normal,12,2008
133700,7560,5,5,1959,1040,0,3,RL,Reg,NAmes,Y,Normal,7,2006
118400,8263,6,5,1920,1012,0,2,RM,Reg,IDOTRR,Y,Normal,5,2007
212900,10084,7,5,2005,1552,0,3,RL,Reg,CollgCr,Y,Partial,7,2006
112000,8926,4,3,1956,960,0,3,RL,IR1,Edwards,Y,Abnorml,10,2009
118000,9405,5,9,1947,698,0,2,RL,Reg,Edwards,Y,Normal,6,2009
163900,9125,7,5,1992,812,670,3,RL,IR1,Gilbert,Y,Normal,7,2007
115000,10434,4,5,1955,1005,0,2,RL,Reg,NAmes,Y,Normal,11,2009
174000,3684,7,5,2007,1555,0,2,RL,Reg,Blmngtn,Y,Normal,6,2009
259000,14572,7,5,2004,1530,0,3,RL,IR3,Gilbert,Y,Family,11,2007
215000,11796,7,5,2004,847,1112,4,RL,IR1,Gilbert,Y,Normal,7,2007
140000,7200,5,5,1980,936,0,2,RM,Reg,OldTown,Y,Normal,8,2007
135000,7804,4,3,1928,1328,653,4,RL,Reg,SWISU,Y,Normal,12,2009
93500,10712,5,5,1991,974,0,3,RL,Reg,Mitchel,Y,Abnorml,9,2007
117500,9900,6,4,1880,1178,1032,5,RM,Reg,OldTown,Y,Normal,5,2007
239500,9828,8,5,1995,1142,878,3,RL,IR1,SawyerW,Y,Normal,6,2009
169000,8773,6,5,1997,916,684,3,RL,IR1,Gilbert,Y,Normal,8,2007
102000,6180,6,5,1926,986,0,2,RM,Reg,BrkSide,N,Normal,5,2007
119000,9600,6,5,1950,1032,220,3,RL,Reg,NAmes,Y,Abnorml,4,2008
94000,6342,5,8,1875,780,240,2,RL,Reg,Sawyer,N,Normal,5,2010
196000,9819,6,5,1977,1567,0,2,RL,IR1,Mitchel,Y,Normal,5,2009
144000,8731,5,5,1920,1167,0,3,RL,IR1,BrkSide,Y,Normal,5,2007
139000,7350,5,7,1951,952,0,2,RL,Reg,NAmes,Y,Abnorml,6,2008
197500,10304,5,7,1976,1088,780,4,RL,IR1,NWAmes,Y,Normal,10,2009
424870,9965,8,5,2006,1466,1362,4,RL,Reg,CollgCr,Y,Partial,4,2007
80000,9000,5,3,1959,1006,0,3,RL,Reg,Sawyer,Y,Normal,7,2008
80000,12180,4,4,1941,672,252,2,RL,Reg,Edwards,N,Normal,7,2010
149000,6240,5,6,1928,1042,534,3,RM,Reg,BrkSide,Y,Family,8,2006
180000,11200,6,5,1985,1298,0,3,RL,Reg,SawyerW,Y,Normal,5,2006
174500,12000,7,7,1941,860,704,3,RL,Reg,Crawfor,Y,Normal,7,2009
116900,5700,7,7,1926,572,539,2,RM,Reg,OldTown,Y,Normal,8,2008
143000,9000,7,9,1920,832,650,3,RM,Reg,OldTown,Y,Normal,7,2009
124000,8280,6,5,1950,932,0,2,RL,IR1,NAmes,Y,Normal,11,2007
149900,17755,5,4,1959,1466,0,3,RL,Reg,Edwards,Y,Normal,11,2006
230000,14115,6,7,1956,1811,0,2,RL,IR1,Crawfor,Y,Abnorml,7,2006
120500,5890,6,8,1930,816,0,2,RM,Reg,IDOTRR,Y,Normal,6,2008
201800,13700,7,6,1965,902,918,4,RL,IR1,NAmes,Y,Normal,5,2008
218000,10768,5,8,1976,1437,0,3,RL,IR1,Veenker,Y,Normal,7,2007
179900,9350,5,8,1965,1265,0,3,RL,Reg,NAmes,Y,Normal,10,2008
230000,5001,7,5,2007,1314,0,2,RL,IR1,NridgHt,Y,Normal,7,2009
235128,11932,8,5,2007,1580,0,3,RL,Reg,Somerst,Y,Partial,6,2008
185000,9120,6,6,1974,943,933,4,RL,Reg,NWAmes,Y,Normal,7,2008
146000,2280,6,5,1978,855,601,3,RL,Reg,NPkVill,Y,Normal,7,2010
224000,14778,6,7,1954,1640,0,3,RL,IR1,Crawfor,Y,Normal,11,2008
129000,8724,5,5,1968,894,0,3,RL,Reg,Sawyer,Y,Normal,5,2007
108959,12900,4,4,1969,1258,0,0,RL,Reg,Sawyer,Y,Alloca,1,2008
194000,16157,5,7,1978,1432,0,2,RL,IR1,Veenker,Y,Normal,6,2007
233170,9541,7,5,2009,1502,0,3,RL,IR1,NridgHt,Y,Partial,9,2009
245350,10475,8,5,2008,1694,0,3,RL,IR1,CollgCr,Y,Normal,2,2010
173000,10852,6,5,2000,959,712,3,RL,IR1,Gilbert,Y,Normal,2,2006
235000,13728,6,7,1935,1236,872,4,RL,Reg,Edwards,Y,Normal,7,2008
625000,35760,10,5,1995,1831,1796,4,RL,IR1,NoRidge,Y,Normal,7,2006
171000,9880,6,6,1977,1118,0,3,RL,Reg,Mitchel,Y,Normal,7,2008
163000,9120,6,6,1958,1261,0,3,RL,Reg,NAmes,Y,Normal,11,2008
171900,4017,7,5,2006,625,625,2,FV,IR1,Somerst,Y,Normal,3,2008
200500,18030,5,6,1946,1636,971,3,RL,IR1,ClearCr,Y,Normal,3,2007
239000,16560,6,8,1932,1170,1175,4,RL,IR1,Crawfor,Y,Normal,7,2006
285000,10678,8,5,1992,2129,743,4,RL,Reg,NoRidge,Y,Normal,4,2007
119500,6951,5,5,1984,923,0,3,RL,IR1,Mitchel,Y,Normal,10,2008
115000,3950,6,8,1926,818,406,3,RM,Reg,OldTown,Y,Normal,12,2009
154900,7681,5,6,1921,820,523,3,RL,IR1,Crawfor,Y,Normal,7,2009
93000,8335,5,5,1954,1124,0,3,RL,Reg,Edwards,Y,Normal,4,2006
250000,11170,7,5,1990,1298,1216,4,RL,IR2,Timber,Y,Normal,4,2006
392500,5587,8,5,2008,1652,0,2,RM,IR1,Crawfor,Y,Partial,11,2008
745000,15623,10,5,1996,2411,2065,4,RL,IR1,NoRidge,Y,Abnorml,7,2007
120000,10800,5,6,1920,1130,0,2,RL,Reg,OldTown,Y,Normal,6,2006
186700,35133,5,4,1963,1572,0,3,RL,Reg,Timber,Y,Normal,5,2007
104900,9738,5,7,1924,949,272,4,RL,Reg,Edwards,Y,Normal,3,2006
95000,10615,3,5,1900,1014,685,3,RL,IR1,OldTown,Y,Abnorml,8,2009
262000,12461,8,5,1994,1624,0,2,RL,Reg,NoRidge,Y,Normal,7,2006
195000,8935,7,5,2002,831,829,3,RL,IR1,CollgCr,Y,Normal,7,2009
189000,7500,7,5,1999,1028,776,3,RL,Reg,Gilbert,Y,Normal,6,2010
168000,32463,4,4,1961,1622,0,3,RL,Reg,Mitchel,Y,Normal,3,2007
174000,2645,8,5,1999,764,677,2,FV,Reg,Somerst,Y,Normal,11,2007
125000,9600,5,8,1925,842,630,3,RM,Reg,OldTown,Y,Normal,7,2007
165000,4500,6,5,1999,1224,0,2,RM,Reg,Mitchel,Y,Normal,6,2009
158000,9364,6,7,1969,663,689,4,RL,Reg,Sawyer,Y,Normal,3,2010
176000,8029,6,5,2005,728,728,3,RL,IR1,Gilbert,Y,Normal,7,2008
219210,14054,7,5,2006,879,984,4,RL,IR1,Gilbert,Y,Partial,11,2006
144000,8850,7,6,1916,815,875,3,RM,IR1,OldTown,Y,Normal,7,2006
178000,9100,7,5,2001,1212,0,3,RL,Reg,CollgCr,Y,Normal,6,2009
148000,11235,4,5,1963,1382,0,3,RL,Reg,Sawyer,Y,Normal,10,2006
116050,9353,4,5,1970,864,0,3,RL,Reg,NAmes,Y,Abnorml,7,2006
197900,10400,7,5,1998,866,913,3,RL,Reg,CollgCr,Y,Normal,3,2009
117000,6000,5,8,1925,884,464,3,RM,Reg,BrkSide,Y,Normal,5,2009
213000,9750,7,5,2000,1630,0,3,RL,Reg,CollgCr,Y,Normal,10,2009
153500,10140,5,6,1975,1074,0,3,RL,Reg,NWAmes,Y,Normal,7,2006
271900,14684,7,7,1990,2196,0,3,RL,IR1,SawyerW,Y,Normal,6,2009
107000,8900,4,4,1966,1056,0,2,RH,Reg,SawyerW,Y,Normal,11,2006
200000,9135,6,5,2003,1700,0,3,RL,Reg,CollgCr,Y,Normal,5,2006
140000,7763,5,7,1962,1283,0,3,RL,Reg,NAmes,Y,Normal,10,2008
290000,10182,8,5,2006,1660,0,3,RL,IR1,Somerst,Y,Partial,5,2006
189000,11218,6,5,1992,1055,790,3,RL,Reg,SawyerW,Y,Normal,5,2010
164000,12134,8,7,1988,1080,672,4,RL,IR1,Gilbert,Y,Normal,6,2010
113000,9340,4,6,1941,672,0,2,RL,Reg,Edwards,Y,Normal,8,2009
145000,10246,4,9,1965,960,0,0,RL,IR1,Sawyer,Y,Normal,5,2006
134500,10205,5,5,1962,999,0,3,RL,IR1,NAmes,Y,Normal,5,2006
125000,7094,5,5,1966,894,0,3,RL,IR1,Sawyer,Y,Normal,5,2007
112000,8930,6,5,1978,1318,584,4,RM,Reg,Sawyer,Y,Normal,4,2010
229456,8640,8,5,2009,1314,0,3,FV,Reg,Somerst,Y,Partial,9,2009
80500,6240,4,5,1947,672,240,2,RM,Reg,BrkSide,N,Normal,7,2006
91500,1680,6,5,1971,672,546,3,RM,Reg,BrDale,Y,Abnorml,4,2006
115000,7800,5,5,1964,912,0,2,RL,IR1,NAmes,Y,Abnorml,11,2006
134000,8250,5,5,1968,1211,0,3,RL,Reg,Sawyer,Y,Normal,8,2008
143000,10496,6,6,1949,1168,678,3,RL,Reg,NAmes,Y,Normal,1,2007
137900,10680,5,3,1951,2136,0,4,RL,Reg,NAmes,N,Normal,10,2006
184000,15384,7,5,2004,788,702,3,RL,IR1,Gilbert,Y,Normal,2,2008
145000,10482,6,8,1958,1138,0,3,RL,Reg,NAmes,Y,Normal,6,2007
214000,14598,6,5,2007,894,1039,4,RL,IR1,Somerst,Y,Normal,1,2008
147000,8872,5,8,1965,912,0,2,RL,Reg,NAmes,Y,Normal,12,2008
367294,8769,9,5,2008,1702,0,1,RL,Reg,NridgHt,Y,Partial,10,2008
127000,7910,5,5,1960,1507,0,4,RL,Reg,NAmes,Y,Normal,8,2008
190000,18890,5,5,1977,1361,1259,4,RL,IR1,Sawyer,Y,Normal,8,2007
132500,7728,5,6,1962,1190,0,3,RL,Reg,NAmes,Y,Normal,5,2006
101800,9842,4,5,1962,1224,0,2,RL,Reg,NAmes,Y,Normal,3,2007
142000,12160,5,5,1959,1188,0,3,RL,IR1,NAmes,Y,Abnorml,5,2010
130000,8525,5,6,1911,1024,940,4,RH,Reg,SWISU,N,Abnorml,11,2008
138887,13132,5,5,1914,892,892,4,RL,Reg,Crawfor,Y,Normal,7,2006
175500,2628,7,5,2003,764,862,2,RL,Reg,NridgHt,Y,Normal,6,2010
195000,12393,7,5,2004,847,1101,4,RL,IR2,CollgCr,Y,Normal,9,2006
142500,13072,6,5,2005,1141,0,3,RL,Reg,SawyerW,Y,Abnorml,3,2006
265900,9037,8,5,2006,1484,0,2,RL,IR1,Timber,Y,Normal,12,2007
224900,8158,7,5,2003,884,884,3,RL,Reg,CollgCr,Y,Normal,7,2008
248328,9849,7,6,2007,1689,0,3,RL,Reg,Somerst,Y,Partial,6,2007
170000,10625,7,6,1974,1173,0,3,RL,Reg,NWAmes,Y,Family,1,2010
465000,13891,10,5,2006,2076,0,2,RL,Reg,NridgHt,Y,Partial,9,2006
230000,11435,8,7,1929,792,725,3,RL,IR1,Crawfor,Y,Normal,6,2006
178000,12090,6,7,1984,1140,728,3,RL,Reg,NWAmes,Y,Abnorml,1,2007
186500,8125,7,5,2005,756,797,3,FV,Reg,Somerst,Y,Partial,3,2006
169900,12328,6,5,1976,1034,0,3,RL,IR1,Mitchel,Y,Normal,5,2010
129500,9600,6,5,1917,1134,924,3,RM,Reg,OldTown,N,Normal,4,2008
